Year,name,norm,code
2016,aruba,14005,ABW
2016,australia,13938,AUS
2016,austria,20607,AUT
2016,belgium,13848,BEL
2016,belize,11126,BLZ
2016,bermuda,16700,BMU
2016,bosnia and herzegovina,25877,BIH
2016,brazil,13821,BRA
2016,brunei darussalam,12898,BRN
2016,bulgaria,32747,BGR
2016,canada,13087,CAN
2016,chile,13529,CHL
2016,colombia,15828,COL
2016,costa rica,13007,CRI
2016,croatia,22496,HRV
2016,cuba,18579,CUB
2016,cyprus,16574,CYP
2016,czech republic,22093,CZE
2016,denmark,12088,DNK
2016,ecuador,12312,ECU
2016,egypt,23318,EGY
2016,estonia,25914,EST
2016,finland,18277,FIN
2016,france,12121,FRA
2016,french guiana,10765,GUF
2016,georgia,17713,GEO
2016,germany,18590,DEU
2016,greece,18565,GRC
2016,grenada,17463,GRD
2016,guadeloupe,11791,GLP
2016,guatemala,7853,GTM
2016,hong kong sar,10770,HKG
2016,hungary,24732,HUN
2016,iceland,15974,ISL
2016,iran (islamic republic of),20841,IRN
2016,iraq,19587,IRQ
2016,israel,11724,ISR
2016,italy,17951,ITA
2016,japan,12992,JPN
2016,kuwait,20692,KWT
2016,kyrgyzstan,25401,KGZ
2016,latvia,28089,LVA
2016,libyan arab jamahiriya,11186,LBY
2016,lithuania,28101,LTU
2016,luxembourg,15940,LUX
2016,maldives,18690,MDV
2016,malta,18037,MLT
2016,martinique,12435,MTQ
2016,mauritius,17590,MUS
2016,mayotte,11157,MYT
2016,mexico,12745,MEX
2016,mongolia,16666,MNG
2016,montserrat,24418,MSR
2016,morocco,10415,MAR
2016,netherlands,12969,NLD
2016,new zealand,15617,NZL
2016,nicaragua,14044,NIC
2016,norway,13464,NOR
2016,occupied palestinian territory,21673,PSE
2016,oman,13555,OMN
2016,panama,14585,PAN
2016,paraguay,13131,PRY
2016,peru,8333,PER
2016,poland,21645,POL
2016,portugal,14781,PRT
2016,puerto rico,12308,PRI
2016,qatar,16357,QAT
2016,republic of korea,10751,PRK
2016,republic of moldova,28484,MDA
2016,reunion,12452,REU
2016,rodrigues,22834,MU-RO
2016,romania,28779,ROU
2016,saint kitts and nevis,16583,KNA
2016,saint vincent and grenadines,17334,VCT
2016,serbia,25835,SRB
2016,singapore,15196,SGP
2016,slovenia,19833,SVL
2016,spain,14585,ESP
2016,sweden,17357,SWE
2016,switzerland,15941,CHE
2016,tajikistan,23654,TJK
2016,thailand,7429,THA
2016,turkey,19762,TUR
2016,united kingdom,12766,GBR
2016,"united kingdom, england and wales",12734,GBR
2016,"united kingdom, northern ireland",11759,GBR
2016,"united kingdom, scotland",13336,GBR
2016,united states of america,15316,USA
2016,uruguay,13669,URY
2016,uzbekistan,29950,UZB
2016,virgin islands (usa),15664,VIR
2017,anguilla,14534,AIA
2017,antigua and barbuda,17850,ATG
2017,argentina,14226,ARG
2017,armenia,27843,ARM
2017,australia,13583,AUS
2017,austria,19890,AUT
2017,bermuda,16056,BMU
2017,brazil,13668,BRA
2017,brunei darussalam,14475,BRN
2017,bulgaria,32787,BGR
2017,canada,13010,CAN
2017,chile,13436,CHL
2017,colombia,15919,COL
2017,costa rica,12927,CRI
2017,croatia,21975,HRV
2017,cuba,18963,CUB
2017,cyprus,16168,CYP
2017,czech republic,22139,CZE
2017,denmark,11673,DNK
2017,ecuador,12754,ECU
2017,egypt,24417,EGY
2017,estonia,25913,EST
2017,finland,17830,FIN
2017,georgia,20761,GEO
2017,germany,18477,DEU
2017,greece,18848,GRC
2017,grenada,16306,GRD
2017,guatemala,8011,GTM
2017,hong kong sar,10715,HKG
2017,hungary,24909,HUN
2017,iceland,15474,ISL
2017,israel,11421,ISR
2017,italy,17905,ITA
2017,japan,13091,JPN
2017,kazakhstan,12222,KAZ
2017,kuwait,20669,KWT
2017,latvia,27813,LVA
2017,lebanon,16944,LBN
2017,libyan arab jamahiriya,14471,LBY
2017,lithuania,28039,LTU
2017,luxembourg,15441,LUX
2017,maldives,19661,MDV
2017,malta,17474,MLT
2017,mauritius,16169,MUS
2017,mexico,12819,MEX
2017,montserrat,23076,MSR
2017,netherlands,12699,NLD
2017,nicaragua,13437,NIC
2017,oman,12112,OMN
2017,panama,14474,PAN
2017,paraguay,13562,PRY
2017,peru,8336,PER
2017,poland,20736,POL
2017,portugal,14686,PRT
2017,puerto rico,12288,PRI
2017,qatar,16292,QAT
2017,republic of korea,10728,PRK
2017,republic of moldova,29217,MDA
2017,rodrigues,15265,MU-RO
2017,romania,28680,ROU
2017,saint vincent and grenadines,17945,VCT
2017,serbia,25871,SRB
2017,singapore,15496,SGP
2017,slovenia,19513,SVL
2017,solomon islands,11961,SLB
2017,spain,14423,ESP
2017,sweden,16848,SWE
2017,switzerland,15709,CHE
2017,thailand,7377,THA
2017,"united kingdom, scotland",13055,GBR
2017,united states of america,15267,USA
2017,uruguay,13138,URY
2017,virgin islands (usa),16265,VIR
2018,anguilla,14000,AIA
2018,argentina,14224,ARG
2018,armenia,27587,ARM
2018,australia,13202,AUS
2018,austria,19460,AUT
2018,belarus,28360,BLR
2018,brazil,13584,BRA
2018,brunei darussalam,14330,BRN
2018,bulgaria,32501,BGR
2018,chile,13202,CHL
2018,cyprus,14958,CYP
2018,czech republic,21604,CZE
2018,denmark,10990,DNK
2018,egypt,25876,EGY
2018,estonia,25480,EST
2018,finland,17355,FIN
2018,georgia,23157,GEO
2018,germany,18079,DEU
2018,grenada,16510,GRD
2018,hungary,24684,HUN
2018,iceland,14545,ISL
2018,israel,10977,ISR
2018,japan,12936,JPN
2018,latvia,27616,LVA
2018,lebanon,16599,LBN
2018,lithuania,27697,LTU
2018,mauritius,17627,MUS
2018,montserrat,35135,MSR
2018,netherlands,12322,NLD
2018,nicaragua,13815,NIC
2018,poland,20272,POL
2018,portugal,14495,PRT
2018,republic of korea,10532,PRK
2018,republic of moldova,29036,MDA
2018,romania,28310,ROU
2018,slovenia,19187,SVL
2018,solomon islands,11696,SLB
2018,sweden,16418,SWE
2018,thailand,7290,THA
2018,"united kingdom, scotland",12668,GBR
2019,austria,19276,AUT
2019,brunei darussalam,14968,BRN
2019,costa rica,12833,CRI
2019,czech republic,21089,CZE
2019,egypt,26846,EGY
2019,estonia,25260,EST
2019,georgia,22983,GEO
2019,hungary,24539,HUN
2019,iceland,15425,ISL
2019,lebanon,15360,LBN
2019,lithuania,27299,LTU
2019,mauritius,15809,MUS
2019,republic of korea,10208,PRK
2019,singapore,15284,SGP
2019,slovenia,19154,SVL
2019,thailand,7529,THA
2019,turkey,18381,TUR
2019,united arab emirates,17546,ARE
2019,"united kingdom, scotland",12635,GBR
